,BIKESTYLE,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,Dropout spacing style,RIM_STYLE front,SAME_SIZED_FRONT_AND_REAR,BSD front,RIM_STYLE rear,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Fork type,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,HEADSETprofile,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,Stem kind,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Aerobar style,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Brake lever brand,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,Handlebar style,HBARRAD1,HBARRAD2,TRACK_ERGO,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Head tube type,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,Seat tube type,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,Top tube type,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,BELTorCHAIN,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,MOUNT_TYPE,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,BRAZEonFDTYPE,Teeth on cog 11,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,Display RACK,spc type
2104,BMX,-20.0,275.5,565.6,31.6,71.0,340.0,547.0,49.5,43.9,73.5,338.0,376.0,44.4,130.0,3,7,486.0,2,SPOKED,True,406.0,SPOKED,486.0,7,44.4,3,376.0,406.0,40.0,40.0,15.0,290.0,0,24.0,32.0,10.0,50.0,30.0,24.0,110.0,210.0,21.0,300.0,4.0,1,15.0,10.0,0.0,0.0,0,100.0,145.0,16.0,40.0,50.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,150.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,45.1,34.9,45.1,34.9,2,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,39.0,20.0,18.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,40.0,170.0,1,0,140.0,100.0,14,15,17,18,19,21,23,23,BRAZEON,85.0,25,0,28,28,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2105,OTHER,-20.0,275.6,565.6,31.6,71.0,350.0,527.2,49.6,44.6,73.5,328.0,366.0,44.4,130.0,3,7,486.0,2,TRISPOKE,True,406.0,TRISPOKE,486.0,7,44.4,3,366.0,406.0,40.0,40.0,15.0,290.0,0,10.0,52.0,10.0,50.0,30.0,34.0,110.0,210.0,21.0,300.0,4.0,1,15.0,10.0,0.0,0.0,0,100.0,145.0,16.0,40.0,70.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,150.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,45.1,34.9,45.1,34.9,2,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,39.0,20.0,18.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,40.0,160.0,1,0,140.0,100.0,14,15,17,18,19,21,23,23,BRAZEON,85.0,25,0,28,28,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2106,ROAD,68.0,593.1,565.6,35.6,73.0,407.0,605.2,47.1,48.9,73.5,798.0,562.0,23.0,130.0,1,3,674.0,2,SPOKED,False,622.0,SPOKED,674.0,4,23.0,1,562.0,622.0,80.0,80.0,43.0,375.0,0,-10.0,45.0,0.0,40.0,30.0,20.0,165.0,275.0,21.0,300.0,1.0,2,9.0,0.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,38.0,10.0,15.0,150.0,40.0,87.0,110.0,133.0,46,CAMPAGNOLO,10.0,50.0,10.0,59.0,0,45.0,80.0,0,38.1,34.9,38.1,34.9,0,19.1,68.0,60.0,21.8,19.1,53.0,0.0,690.0,74.9,21.8,39.4,40.0,65.0,31.8,0,0.0,39.4,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,180.0,17.0,33.7,18.0,350.0,False,65.0,15.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,135.0,175.0,1,10,130.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,1,53,39,24,8.0,1.6,3.8,FD9000F,0,FDM9000D,FD9000B,False,0
2107,POLO,62.5,516.2,565.6,30.0,73.0,430.0,593.4,21.2,35.4,71.0,650.0,630.0,23.0,125.0,1,8,695.0,0,SPOKED,True,630.0,SPOKED,695.0,8,23.0,1,630.0,630.0,80.0,80.0,45.0,380.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,280.0,21.0,300.0,12.0,0,12.0,50.0,10.0,0.0,0,100.0,145.0,16.0,40.0,80.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,30.0,-12.0,68.0,45.0,14.999999999999456,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,29.0,29.0,29.0,29.0,1,19.1,68.0,60.0,29.0,19.1,32.0,0.0,692.0,54.9,29.0,25.4,40.0,60.0,29.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,19.0,15.0,200.0,15.0,29.0,18.0,350.0,True,50.0,15.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,12.0,172.5,0,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,2,52,53,24,8.0,1.6,3.8,FD9000F,0,FDM9000D,FD9000B,False,1
2108,OTHER,606.0,526.9,565.6,55.3,120.0,935.3,2373.6,60.9,5.0,30.0,738.0,1662.0,23.0,130.0,1,11,1752.0,2,SPOKED,True,1700.0,SPOKED,1752.0,11,23.0,1,1662.0,1700.0,80.0,80.0,785.0,845.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,0.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,True,30.0,0.0,10.0,116.4,-10.0,68.0,-160.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,80.0,150.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,25,39,24,8.0,1.6,3.8,FD9000F,0,FDM9000D,FD9000B,False,0
2109,POLO,62.5,520.7,565.6,30.4,75.0,435.0,606.3,20.7,34.1,71.0,650.0,630.0,32.0,125.0,1,8,695.0,0,SPOKED,True,630.0,SPOKED,695.0,8,32.0,1,630.0,630.0,80.0,80.0,45.0,380.0,0,10.0,52.0,1.345374630259069e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,30.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,75.0,15.000000000001505,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,22.0,15.0,220.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,0,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,1.6,3.8,FD9000F,0,FDM9000D,FD9000B,False,1
2110,TRACK,72.0,695.1,565.6,-9.1,73.5,399.0,595.0,199.1,58.7,73.5,792.0,582.0,23.0,130.0,1,4,674.0,2,SPOKED,True,622.0,SPOKED,674.0,4,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,15.0,45.0,0.0,40.0,30.0,22.0,148.0,275.0,21.0,60.0,0.0,1,0.0,0.0,-5.0,0.0,0,100.0,145.0,16.0,30.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,35,CAMPAGNOLO,10.0,50.0,10.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,0,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,39.4,40.0,60.0,31.8,0,0.0,39.4,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,275.0,10.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,170.5,1,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2111,MTB,40.0,546.9,565.6,47.3,70.5,420.0,615.0,42.9,60.5,68.0,786.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,403.0,1,15.0,45.0,-2.0,40.0,30.0,22.0,148.0,275.0,21.0,300.0,1.0,2,9.0,0.0,6.0,0.0,0,100.0,145.0,16.0,40.0,90.0,30.0,170.0,0,20.0,False,30.0,0.0,6.0,16.4,-0.0,68.0,10.0,15.0,150.0,40.0,87.0,30.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,60.0,40.0,1,45.0,36.0,45.0,36.0,1,19.1,68.0,60.0,33.0,19.1,45.0,0.0,692.0,54.9,33.0,45.0,40.0,60.0,33.0,2,0.0,45.0,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2112,POLO,52.5,522.4,565.6,33.0,75.0,425.0,607.5,22.4,35.8,71.0,650.0,622.0,32.0,125.0,1,8,675.0,0,SPOKED,True,622.0,SPOKED,675.0,8,32.0,1,622.0,622.0,80.0,80.0,45.0,380.0,0,10.0,52.0,1.345374630259069e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,30.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,75.0,15.000000000001505,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,22.0,15.0,220.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,0,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2113,OTHER,0.0,180.0,565.6,31.6,76.0,199.95,380.0,44.5,44.9,75.0,280.0,266.0,23.0,120.0,1,6,284.0,3,TRISPOKE,False,254.0,SPOKED,284.0,3,23.0,1,246.0,254.0,30.0,80.0,35.0,207.1,0,-5.0,14.0,-3.0,40.0,25.0,12.0,110.0,220.0,0.0,150.0,0.0,2,10.0,0.0,0.0,0.0,0,100.0,145.0,16.0,30.03,40.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,6.0,90.0,40.0,80.0,10.0,125.0,100,SHIMANO,20.0,20.0,10.0,55.0,2,40.0,110.0,0,38.1,34.9,38.1,34.9,2,19.1,68.0,60.0,36.0,20.0,46.0,0.0,692.0,60.0,36.0,25.4,40.0,60.0,35.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,5.0,0.0,15.0,20.0,15.0,160.0,20.0,40.0,18.0,300.0,False,60.0,19.0,20.0,9.0,15.0,450.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,40.0,0.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,3,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2114,DIRT_JUMP,30.0,300.0,565.6,22.6,71.5,400.0,645.9,60.0,35.0,67.0,380.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,403.0,1,0.0,22.0,20.0,38.0,30.0,18.0,130.0,230.0,2.0,200.0,0.0,2,10.0,0.0,0.0,0.0,0,100.0,145.0,16.0,40.0,35.0,30.0,170.0,0,20.0,False,30.0,0.0,15.0,30.0,10.0,68.0,25.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,51.0,40.0,51.0,40.0,2,19.1,73.0,60.0,35.0,19.1,40.0,0.0,692.0,54.9,35.0,42.0,40.0,60.0,31.8,2,8.0,42.0,35.0,30.0,20.0,40.0,1,0.0,0.0,17.0,18.1,15.0,300.0,22.0,40.0,18.0,300.0,False,60.0,20.0,17.0,9.0,13.0,300.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,100.0,175.0,1,0,140.0,81.0,14,16,18,20,22,24,25,23,BRAZEON,110.0,25,0,32,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2115,TRACK,40.0,592.9,565.6,32.1,73.0,385.0,570.0,12.9,34.3,73.0,780.0,582.0,23.0,130.0,1,7,674.0,2,TRISPOKE,False,622.0,DISC,674.0,7,23.0,1,582.0,622.0,80.0,80.0,25.0,355.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,15.0,300.0,10.7,2,20.8,0.0,-32.0,0.0,0,100.0,145.0,16.0,30.0,95.0,30.0,170.0,0,20.0,False,30.0,0.0,-10.0,16.4,-10.0,68.0,40.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,25.4,19.1,31.8,0.0,692.0,54.9,25.4,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,14.0,22.2,18.0,350.0,False,20.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,48,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2116,TRACK,40.0,592.9,565.6,32.1,73.0,385.0,570.0,12.9,34.3,73.0,780.0,602.0,23.0,120.0,3,7,674.0,3,SPOKED,False,622.0,SPOKED,674.0,7,23.0,1,602.0,622.0,40.0,80.0,25.0,355.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,15.0,300.0,10.7,2,20.8,0.0,-32.0,0.0,0,100.0,145.0,16.0,30.0,95.0,30.0,170.0,0,20.0,False,30.0,0.0,-10.0,16.4,-10.0,68.0,40.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,25.4,19.1,31.8,0.0,692.0,54.9,25.4,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,14.0,22.2,18.0,350.0,False,20.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,48,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2117,ROAD,69.0,540.0,565.6,51.3,73.5,405.0,597.0,47.7,48.3,73.0,763.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,22.0,148.0,280.0,21.0,300.0,1.0,2,9.0,30.0,-10.0,0.0,0,100.0,145.0,16.0,40.0,105.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,30.0,139.0,52,SHIMANO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2118,CYCLOCROSS,65.0,550.0,565.6,29.5,74.0,415.0,589.3,48.7,44.1,73.0,750.0,582.0,35.0,130.0,1,7,689.0,2,SPOKED,True,622.0,SPOKED,689.0,7,35.0,1,582.0,622.0,80.0,80.0,43.0,395.0,0,10.0,52.0,0.0,50.0,30.0,20.0,148.0,278.0,21.0,300.0,13.7,0,17.7,0.0,-10.0,0.0,0,100.0,145.0,16.0,40.0,110.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2119,POLO,62.5,501.0,565.6,31.8,75.0,421.05,605.6,21.0,36.3,71.0,650.0,630.0,32.0,125.0,1,8,695.0,0,SPOKED,True,630.0,SPOKED,695.0,8,32.0,1,630.0,630.0,80.0,80.0,45.0,380.0,0,10.0,52.0,1.3517357396219958e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,30.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,35.0,15.00000000000151,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,22.0,15.0,220.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2120,ROAD,0.0,682.8,565.6,33.5,74.0,378.0,678.4,62.8,39.3,73.0,718.0,582.0,23.0,120.0,3,7,674.0,3,TRISPOKE,True,622.0,TRISPOKE,674.0,7,23.0,3,582.0,622.0,20.0,20.0,45.0,380.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-30.0,0.0,0,100.0,145.0,16.0,40.0,50.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-0.0,68.0,180.0,15.0,150.0,40.0,87.0,30.0,139.0,5,CAMPAGNOLO,10.0,50.0,10.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,150.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,135.0,170.0,0,8,130.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2121,TRACK,70.0,665.6,565.6,37.0,73.5,400.0,698.4,45.6,42.7,73.0,861.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,False,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,-6.3611093629270335e-15,50.0,30.0,34.0,148.0,278.0,21.0,500.0,13.7,0,24.8,0.0,40.0,0.0,1,80.0,-30.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,14.999999999999991,150.0,50.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,20.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,29.0,19.1,45.0,0.0,692.0,54.9,29.0,25.4,40.0,60.0,29.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,16.0,16.0,15.0,200.0,16.0,16.0,18.0,300.0,False,45.0,16.0,16.0,9.0,16.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2122,TRACK,60.0,611.1,565.6,39.8,74.0,400.0,560.0,21.1,52.0,75.0,724.0,582.0,23.0,120.0,1,7,674.0,3,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,135.0,170.0,1,0,130.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,46,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
